episode_id~episode_num~title~publish_date~audio_len_secs~mp3_link~type~post_link
1.0~0~Ep. 1 - The Original Cum Boys~20160526~3035.427166666667~https://bafybeigvxm7nca3cgz7uz6kk7yqsxq7pyhkxbna7bugcotdwllivhqipmu.ipfs.dweb.link?filename=01%20-%20Ep.%201%20-%20The%20Original%20Cum%20Boys.mp3
2.0~0~Ep. 2 - Real Hip Hop~20160602~3485.5445~https://media.blubrry.com/cum_town/shoutengine.com/CumTown/CumTown-0002-real-hip-hop-19557.mp3~CT~https://cum-town.blubrry.net/2016/05/18/real-hip-hop/
3.0~0~Ep. 3 - The Sleepy Boys~20160609~3210.866833333333~https://media.blubrry.com/cum_town/content.blubrry.com/cum_town/CumTown-0003-ep-3-the-sleepy-boys-19765.mp3~CT~https://cum-town.blubrry.net/2016/05/25/ep-3-the-sleepy-boys/
4.0~0~Ep. 4 - Beef Squashers~20160616~2873.8611666666666~https://media.blubrry.com/cum_town/content.blubrry.com/cum_town/CumTown-0004-ep-4-beef-squashers-20002.mp3~CT~https://cum-town.blubrry.net/2016/06/01/ep-4-beef-squashers/
5.0~0~Ep. 5 - Cum Angels~20160623~3806.72~https://media.blubrry.com/cum_town/content.blubrry.com/cum_town/CumTown-0005-ep-5-cum-angels-20310.mp3~CT~https://cum-town.blubrry.net/2016/06/08/ep-5-cum-angels/
6.0~0~Ep. 6 - Not Soon Enough~20160630~4804.284~https://media.blubrry.com/cum_town/content.blubrry.com/cum_town/CumTown-0006-ep-6-not-soon-enough-20535.mp3~CT~https://cum-town.blubrry.net/2016/06/15/ep-6-not-soon-enough/
7.0~0~Ep. 7 - Autism Powers~20160707~4009.012166666667~https://media.blubrry.com/cum_town/content.blubrry.com/cum_town/CumTown-0007-ep-7-autism-powers-20789.mp3~CT~https://cum-town.blubrry.net/2016/06/22/ep-7-autism-powers/
8.0~0~Ep. 8 - The Eighth Episode~20160714~3926.491333333333~https://media.blubrry.com/cum_town/content.blubrry.com/cum_town/CumTown-0008-ep-8-the-eighth-episode-21053.mp3~CT~https://cum-town.blubrry.net/2016/06/29/ep-8-the-eighth-episode/
9.0~0~Ep. 9 - Technical Difficulties~20160721~4515.291166666667~https://media.blubrry.com/cum_town/content.blubrry.com/cum_town/CumTown-0009-ep-9-technical-difficulties-21303.mp3~CT~https://cum-town.blubrry.net/2016/07/06/ep-9-technical-difficulties/
10.0~0~Ep. 10 - Killing Garfield~20160728~4247.04~https://media.blubrry.com/cum_town/content.blubrry.com/cum_town/CumTown-0010-ep-10-killing-garfield-21579.mp3~CT~https://cum-town.blubrry.net/2016/07/14/ep-10-killing-garfield/
11.0~0~Ep. 11 - David Cross~20160804~4478.328166666666~https://media.blubrry.com/cum_town/content.blubrry.com/cum_town/CumTown-0011-ep-11-david-cross-21711.mp3~CT~https://cum-town.blubrry.net/2016/07/19/ep-11-david-cross/
12.0~0~Ep. 12 - Overconfidence~20160811~3784.385333333333~https://media.blubrry.com/cum_town/shoutengine.com/CumTown/CumTown-0012-episode-12-overconfidence-21996.mp3~CT~https://cum-town.blubrry.net/2016/07/28/episode-12-overconfidence/
13.0~0~Ep. 13 - Just For Laughs Recap~20160818~4009.221166666666~https://media.blubrry.com/cum_town/shoutengine.com/CumTown/CumTown-0013-episode-13-just-for-laughs-recap-22231.mp3~CT~https://cum-town.blubrry.net/2016/08/04/episode-13-just-for-laughs-recap/
14.0~0~Ep. 14 - Cum Town After Dark~20160825~4527.151~https://media.blubrry.com/cum_town/shoutengine.com/CumTown/CumTown-0014-episode-14-cum-town-after-dark-22461.mp3~CT~https://cum-town.blubrry.net/2016/08/11/episode-14-cum-town-after-dark/
15.0~0~Ep. 15 - Another Girl Episode~20160901~3459.343666666666~https://media.blubrry.com/cum_town/shoutengine.com/CumTown/CumTown-0015-15-another-girl-episode-22669.mp3~CT~https://cum-town.blubrry.net/2016/08/17/15-another-girl-episode/
